p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	0.918198760253884	0.982	0.548	0	cluster_1	Col1a2	1.32468079796867
0	0.908431871286706	0.438	0.105	0	cluster_1	Apod	1.31059015569081
0	0.896267780196633	0.849	0.257	0	cluster_1	Loxl1	1.29304108179824
0	0.895123534801599	0.98	0.652	0	cluster_1	Fn1	1.29139028464127
0	0.884458181728646	0.724	0.234	0	cluster_1	Col5a3	1.27600343265359
0	0.880241310141702	0.878	0.254	0	cluster_1	Mmp2	1.26991977292704
0	0.871520676287167	0.627	0.197	0	cluster_1	Mfap4	1.25733855771169
0	0.865338846231965	0.748	0.244	0	cluster_1	Nbl1	1.24842006214743
0	0.85791482830308	0.722	0.137	0	cluster_1	C1s1	1.23770946829796
0	0.849376027111861	0.639	0.15	0	cluster_1	Angptl1	1.22539058216425
0	0.84818992718723	0.786	0.33	0	cluster_1	Thbs4	1.22367940168499
0	0.835511179163146	0.63	0.139	0	cluster_1	Itih5	1.20538783478596
0	0.822472566452691	0.61	0.104	0	cluster_1	Cygb	1.18657709288852
0	0.81587822657301	0.415	0.056	0	cluster_1	Ccl11	1.17706347144616
4.2280665906752e-222	0.815007707951406	0.703	0.477	6.41017175812268e-218	cluster_1	Gadd45g	1.17580757854777
0	0.805871391232812	0.964	0.475	0	cluster_1	Serpinh1	1.16262665972587
0	0.799904490873638	0.643	0.212	0	cluster_1	Sparcl1	1.15401824216821
0	0.799089209248587	0.773	0.283	0	cluster_1	Lox	1.15284203941082
0	0.798633771555239	0.818	0.262	0	cluster_1	Fndc1	1.15218498170919
0	0.797231012863282	0.565	0.123	0	cluster_1	Ccn3	1.15016122870074
0	0.794559759007264	0.539	0.165	0	cluster_1	Rbp1	1.14630742400971
0	0.794491685114314	0.724	0.22	0	cluster_1	Vcan	1.14620921414194
0	0.783511577868345	0.772	0.239	0	cluster_1	Ebf1	1.13036826786975
0	0.774173991141235	0.626	0.272	0	cluster_1	Tppp3	1.11689697780468
0	0.768439287162258	0.628	0.193	0	cluster_1	Prss23	1.10862354881324
0	0.763957160401887	0.981	0.563	0	cluster_1	Col1a1	1.10215720676342
3.07374010105433e-252	0.76231794501884	0.661	0.418	4.66009736720847e-248	cluster_1	Cebpd	1.09979231885935
0	0.754250948513075	0.557	0.124	0	cluster_1	Adamts5	1.08815410300561
0	0.752149431778333	0.583	0.145	0	cluster_1	Sema3c	1.08512225523405
0	0.749128225827426	0.594	0.187	0	cluster_1	Ackr3	1.08076357639117
0	0.747065982317964	0.558	0.102	0	cluster_1	Hmcn2	1.07778838790697
0	0.74704199828136	0.867	0.398	0	cluster_1	Rnase4	1.0777537862563
2.79583908243066e-249	0.746283039272335	0.678	0.391	4.23877163287312e-245	cluster_1	Timp1	1.07665883985774
0	0.736901207607289	0.691	0.164	0	cluster_1	Adamts2	1.06312371784012
0	0.733462103748096	0.771	0.237	0	cluster_1	Ogn	1.05816213975736
0	0.728503447600881	0.722	0.302	0	cluster_1	Ccn1	1.0510083111243
0	0.72623565172801	0.855	0.418	0	cluster_1	Selenom	1.04773657326476
0	0.720151734637984	0.62	0.201	0	cluster_1	Oaf	1.0389593362498
0	0.719575392934665	0.737	0.25	0	cluster_1	Axl	1.03812785093257
1.35257929629977e-243	0.715066436170051	0.694	0.465	2.05064547112008e-239	cluster_1	Cxcl1	1.03162280136868
0	0.714346550406702	0.492	0.069	0	cluster_1	Abca8a	1.03058422574789
0	0.713893865184343	0.673	0.185	0	cluster_1	Sdc2	1.02993113902251
4.30794604493222e-175	0.703113730471034	0.89	0.799	6.53127699872174e-171	cluster_1	Jun	1.0143786921315
0	0.692993262173668	0.691	0.194	0	cluster_1	Plxdc2	0.999777942707416
0	0.685170167221885	0.512	0.125	0	cluster_1	Htra3	0.988491602416076
0	0.683995487115457	0.918	0.479	0	cluster_1	Pmepa1	0.986796897251901
0	0.682624617166451	0.731	0.317	0	cluster_1	Csrp2	0.984819149974767
0	0.68175412360505	0.674	0.164	0	cluster_1	Thbs3	0.983563293230606
0	0.67944107150689	0.668	0.329	0	cluster_1	Uap1	0.980226264439274
0	0.676654856931179	0.806	0.256	0	cluster_1	Ctsk	0.976206606488042
1.1518961455635e-228	0.673855292561588	0.91	0.896	1.74638974628883e-224	cluster_1	Fos	0.972167688855384
0	0.669058478352948	0.527	0.187	0	cluster_1	Col15a1	0.965247348784514
0	0.668735160100426	0.812	0.273	0	cluster_1	Aebp1	0.964780899144971
0	0.664367799771951	0.789	0.384	0	cluster_1	Igf1	0.958480130057306
0	0.66227079282436	0.715	0.27	0	cluster_1	Lamc1	0.955454788533307
0	0.645898668828639	0.476	0.064	0	cluster_1	Tmem100	0.93183480643586
3.14457058691087e-140	0.644501209372586	0.318	0.148	4.76748346681557e-136	cluster_1	Mest	0.929818698608769
0	0.635841108203981	0.584	0.149	0	cluster_1	Rarres2	0.917324813599226
0	0.631916684612424	0.385	0.098	0	cluster_1	Prg4	0.911663067145339
0	0.629335698956419	0.588	0.157	0	cluster_1	Mfap2	0.907939491938816
0	0.621853697743317	0.545	0.178	0	cluster_1	Lamb1	0.897145245892748
0	0.621806278449395	0.656	0.205	0	cluster_1	Medag	0.897076834312565
0	0.621194849182396	0.642	0.221	0	cluster_1	Dpysl3	0.896194728341211
0	0.620977233774867	0.674	0.234	0	cluster_1	Plpp3	0.895880775671948
0	0.614660061615678	0.687	0.203	0	cluster_1	Bmp1	0.886767022725443
0	0.610469353835206	0.636	0.171	0	cluster_1	Bicc1	0.880721109392742
0	0.607120552594303	0.765	0.402	0	cluster_1	Tgfbr2	0.875889810449568
0	0.605166825925396	0.783	0.34	0	cluster_1	Cavin3	0.873071178673084
0	0.602258179398963	0.699	0.288	0	cluster_1	Rcn3	0.868874888753699
0	0.596509472105808	0.59	0.146	0	cluster_1	Sod3	0.860581257250343
0	0.594480629750796	0.735	0.224	0	cluster_1	Lhfp	0.857654256446022
0	0.594365240548285	0.823	0.353	0	cluster_1	Hspg2	0.857487785015787
0	0.584279550904514	0.63	0.18	0	cluster_1	Loxl2	0.842937210582773
0	0.579567077149236	0.47	0.11	0	cluster_1	Serpine2	0.836138548065714
0	0.578700591734505	0.463	0.144	0	cluster_1	Nrep	0.83488847385488
0	0.571703516124322	0.64	0.181	0	cluster_1	Sulf1	0.824793827571343
0	0.570200674162248	0.729	0.448	0	cluster_1	Tmed3	0.82262568492542
0	0.567062118754066	0.741	0.347	0	cluster_1	S100a16	0.818097706602479
0	0.565129554254222	0.514	0.104	0	cluster_1	Svep1	0.815309605382356
0	0.564403436431445	0.521	0.084	0	cluster_1	Pdgfra	0.814262038800336
0	0.563703296327952	0.526	0.1	0	cluster_1	Scn7a	0.813251950145098
0	0.55838895627441	0.715	0.263	0	cluster_1	Nfia	0.805584978104255
0	0.556646645261958	0.882	0.392	0	cluster_1	Ppic	0.803071354646905
2.90969964337482e-215	0.556610043096641	0.859	0.686	4.41139562932056e-211	cluster_1	Klf4	0.803018548884517
0	0.556402308027522	0.596	0.166	0	cluster_1	Mrc2	0.80271885053048
0	0.555638580063787	0.599	0.264	0	cluster_1	Gem	0.80161702398461
0	0.554717051545126	0.884	0.55	0	cluster_1	Lrp1	0.800287539360701
0	0.554503211670053	0.493	0.117	0	cluster_1	Gfpt2	0.799979033633388
0	0.552744568677063	0.713	0.239	0	cluster_1	Mxra8	0.797441848108707
0	0.551684349393184	0.92	0.46	0	cluster_1	Igfbp7	0.7959122750056
0	0.551063446674173	0.971	0.737	0	cluster_1	Emp1	0.795016501732009
0	0.536870740395389	0.972	0.845	0	cluster_1	Marcks	0.774540754766814
1.43356357953218e-235	0.532963552678942	0.998	0.928	2.17342574292874e-231	cluster_1	S100a6	0.768903874424474
0	0.532006691965826	0.494	0.173	0	cluster_1	Pdgfrl	0.76752341621884
0	0.531064149997691	0.666	0.232	0	cluster_1	Plod2	0.766163615595581
0	0.530181586489286	0.554	0.158	0	cluster_1	Lama4	0.764890345598736
0	0.529095305422283	0.464	0.163	0	cluster_1	Maged2	0.763323173290359
0	0.526319367331603	0.452	0.108	0	cluster_1	Sfrp1	0.75931834117312
0	0.518709999300651	0.621	0.185	0	cluster_1	Antxr1	0.748340343650567
0	0.518491213637374	0.588	0.197	0	cluster_1	Gpx8	0.748024702659139
0	0.518146166932021	0.66	0.284	0	cluster_1	Mgst1	0.747526905488452
0	0.516726164488551	0.615	0.186	0	cluster_1	Prelp	0.745478275005208
0	0.51325231660074	0.758	0.412	0	cluster_1	Nupr1	0.740466571884659
4.62029701342365e-149	0.512280136682637	0.797	0.67	7.0048323020516e-145	cluster_1	Fosb	0.73906401273796
0	0.50581812128379	0.534	0.211	0	cluster_1	Adamts1	0.729741295167896
0	0.50211549144236	0.362	0.066	0	cluster_1	Cd55	0.724399529457418
0	0.48677456741216	0.587	0.209	0	cluster_1	C1qtnf6	0.702267254436393
0	0.485561485546313	0.707	0.325	0	cluster_1	Tm4sf1	0.700517147244344
0	0.484652338798497	0.586	0.253	0	cluster_1	Il11ra1	0.69920552573983
1.10078322942763e-206	0.481142816053172	0.289	0.1	1.66889745413523e-202	cluster_1	Il6	0.694142354679262
0	0.479093023220572	0.815	0.519	0	cluster_1	Nenf	0.691185128724821
0	0.478686833091021	0.643	0.228	0	cluster_1	Lpar1	0.690599120239259
0	0.478436322560665	0.736	0.305	0	cluster_1	Nfib	0.690237709939424
0	0.472808972965611	0.538	0.165	0	cluster_1	Plat	0.682119160585291
0	0.471735681606063	0.333	0.035	0	cluster_1	Scara5	0.680570728463442
0	0.470393753376231	0.475	0.104	0	cluster_1	C1ra	0.678634735261034
0	0.467956725876879	0.785	0.448	0	cluster_1	Kdelr2	0.675118847773209
0	0.466487012743071	0.67	0.261	0	cluster_1	Fkbp9	0.672998499923535
0	0.463103296526527	0.439	0.111	0	cluster_1	Lama2	0.668116829318152
0	0.462083977473465	0.941	0.743	0	cluster_1	Laptm4a	0.666646262775215
2.70486445025252e-72	0.459727679172876	0.72	0.629	4.10084499302784e-68	cluster_1	Klf2	0.663246842902101
0	0.459391581403285	0.952	0.596	0	cluster_1	Cd81	0.662761956316658
0	0.458389843896778	0.521	0.167	0	cluster_1	Lamb2	0.661316754583748
0	0.45838253778304	0.481	0.136	0	cluster_1	Fbln5	0.66130621408969
3.81602483140015e-50	0.458144507397765	0.315	0.205	5.78547524688577e-46	cluster_1	Tnc	0.660962808833273
0	0.452860220920557	0.663	0.257	0	cluster_1	Rhoj	0.653339194937968
2.71598722582322e-11	0.451677917583238	0.545	0.534	4.11770823307059e-07	cluster_1	Socs3	0.651633491776391
0	0.448808491664409	0.556	0.159	0	cluster_1	Rbms3	0.647493785233098
6.83330536568867e-279	0.444048099305058	0.839	0.556	1.03599742649206e-274	cluster_1	Serpinb6a	0.640625990783577
5.55755745121997e-185	0.443562161415093	0.276	0.097	8.4258128517946e-181	cluster_1	Ptx3	0.639924930599545
0	0.442073341026615	0.501	0.128	0	cluster_1	Ddr2	0.637777016808313
0	0.441915919301141	0.643	0.25	0	cluster_1	Cthrc1	0.637549905265643
1.46127432456393e-147	0.441621881143831	0.317	0.138	2.21543800347138e-143	cluster_1	Ptn	0.63712569787426
0	0.440769809607058	0.459	0.096	0	cluster_1	Ndn	0.635896418493676
0	0.440360771696768	0.396	0.063	0	cluster_1	Lrrn4cl	0.635306301528964
0	0.437975653976793	0.346	0.066	0	cluster_1	Fbln7	0.63186530402242
0	0.437849931821579	0.809	0.43	0	cluster_1	Sptbn1	0.631683925292563
0	0.436400457666012	0.613	0.218	0	cluster_1	Ptgfrn	0.629592776116429
0	0.435870455272042	0.439	0.068	0	cluster_1	Ebf2	0.62882814429099
0	0.428385841627939	0.501	0.191	0	cluster_1	Olfml3	0.618030129303673
0	0.427989851629454	0.549	0.16	0	cluster_1	Tgfbr3	0.617458836496617
0	0.424224118762466	0.481	0.128	0	cluster_1	Mmp23	0.612026032364101
0	0.423669812693986	0.461	0.14	0	cluster_1	Matn2	0.611226337747969
0	0.420912631792365	0.304	0.038	0	cluster_1	Dpep1	0.607248566534367
0	0.420096263390361	0.439	0.14	0	cluster_1	Cpxm1	0.606070795889258
1.02675440483019e-260	0.419112326212817	0.54	0.248	1.55666235316304e-256	cluster_1	Fxyd6	0.604651274602669
0	0.418534329537246	0.451	0.119	0	cluster_1	Prrx2	0.603817401665172
0	0.418391991522392	0.63	0.297	0	cluster_1	Txndc5	0.603612051317013
1.36455464985008e-111	0.416662437117661	0.394	0.22	2.06880130463771e-107	cluster_1	Serpine1	0.60111683175436
0	0.416485138761117	0.577	0.22	0	cluster_1	Fkbp7	0.600861044294616
0	0.415329209643412	0.584	0.218	0	cluster_1	Grb10	0.599193391088884
1.39429021452218e-208	0.410518404591554	0.889	0.723	2.11388339423707e-204	cluster_1	Egr1	0.592252866497884
0	0.410122806345055	0.532	0.205	0	cluster_1	Scd2	0.591682138869475
0	0.406449000748994	0.429	0.092	0	cluster_1	Fap	0.586381957754849
3.91268948028476e-118	-0.405593731814841	0.657	0.81	5.93202852105973e-114	cluster_1	Rps11	-0.585148065504919
4.35572969964877e-138	-0.406237187372766	0.156	0.343	6.6037217976375e-134	cluster_1	Man2b1	-0.58607637564737
4.54076691625796e-169	-0.407786350564407	0.529	0.69	6.8842567217387e-165	cluster_1	Tax1bp1	-0.588311345701479
2.16224122210397e-198	-0.409077938506184	0.427	0.642	3.27817391683183e-194	cluster_1	Vdac2	-0.590174713219952
2.6586593840038e-178	-0.410694332996703	0.963	0.984	4.03079349208817e-174	cluster_1	Rps14	-0.592506677535544
1.0647688999483e-108	-0.411372727339566	0.573	0.685	1.61429612921162e-104	cluster_1	Srsf5	-0.593485393689759
4.88236070037107e-115	-0.411553856764477	0.237	0.409	7.40214705783257e-111	cluster_1	H2-T23	-0.593746708212838
5.35565544181953e-18	-0.412694933033523	0.949	0.886	8.11970921534259e-14	cluster_1	Ifitm3	-0.595392933287467
4.4224267932677e-89	-0.415528579541113	0.604	0.71	6.70484126127316e-85	cluster_1	Sqstm1	-0.599481021051599
1.48810058087898e-268	-0.417868162560174	0.011	0.276	2.25610929067062e-264	cluster_1	Nrros	-0.602856325870945
5.57023312576342e-167	-0.418453631818982	0.451	0.635	8.44503044196991e-163	cluster_1	Ndufa6	-0.603700979467222
3.32063347687621e-153	-0.418716780015057	0.635	0.774	5.03441241429203e-149	cluster_1	Uqcrq	-0.604080622064718
4.72206914736046e-54	-0.419015453544317	0.945	0.928	7.1591290343132e-50	cluster_1	mt-Nd2	-0.604511516884226
4.13908479354694e-163	-0.419936770385107	0.208	0.417	6.27526645549652e-159	cluster_1	Snx5	-0.605840696121521
3.45520278225228e-128	-0.420053705624813	0.404	0.562	5.23843293817268e-124	cluster_1	Nfe2l2	-0.60600939801195
1.25010288414861e-144	-0.420418356077102	0.213	0.416	1.89528098265771e-140	cluster_1	Stk17b	-0.606535477411126
4.86168352473968e-245	-0.421246288722808	0.009	0.255	7.37079839185783e-241	cluster_1	Cd300ld	-0.607729931733275
4.37216715238738e-80	-0.421288486712237	0.703	0.778	6.62864261973452e-76	cluster_1	Uqcr10	-0.607790810563361
2.49992426218007e-181	-0.422598148206205	0.182	0.411	3.7901351738912e-177	cluster_1	Tgif1	-0.609680252705952
5.00183894390835e-142	-0.423265063280316	0.262	0.453	7.58328802285946e-138	cluster_1	Gna13	-0.610642407776066
6.41425406361726e-286	-0.425209609665288	0.009	0.287	9.72465058585014e-282	cluster_1	Cyth4	-0.613447795202443
5.95656655248895e-111	-0.429733619348498	0.284	0.444	9.0307505502285e-107	cluster_1	Creg1	-0.619974561537343
1.56973257384236e-139	-0.429869455531118	0.126	0.321	2.37987155520241e-135	cluster_1	Hmgb2	-0.620170531724383
5.12079087158957e-216	-0.430763598331227	0.366	0.603	7.76363104041695e-212	cluster_1	Gpi1	-0.621460507107946
7.71071038341457e-160	-0.430892920867142	0.114	0.322	1.16902080122948e-155	cluster_1	Dusp5	-0.621647080089185
2.2408176131466e-172	-0.431180762522094	0.764	0.838	3.39730358329156e-168	cluster_1	Rap1b	-0.622062347817347
1.31455609256185e-171	-0.432649086209344	0.075	0.284	1.99299849193302e-167	cluster_1	Rilpl2	-0.624180691119362
9.00601107284862e-116	-0.433982762274843	0.583	0.719	1.36540133875458e-111	cluster_1	Cox7b	-0.62610477896521
9.97123203847129e-204	-0.434064696139977	0.871	0.949	1.51173848935263e-199	cluster_1	Ybx1	-0.626222984546119
2.39802006110756e-199	-0.434864424265613	0.098	0.334	3.63563821464517e-195	cluster_1	Mef2c	-0.627376748347034
2.29374273473957e-153	-0.438608945190824	0.23	0.449	3.47754336013866e-149	cluster_1	Cited2	-0.632778950116341
2.49999589884708e-190	-0.439140159029804	0.706	0.831	3.79024378224206e-186	cluster_1	Atp5mpl	-0.633545329687489
2.06037781092723e-184	-0.442622287316625	0.112	0.348	3.12373879914677e-180	cluster_1	Rgs2	-0.638568978898625
1.17174966801937e-173	-0.442636702963502	0.544	0.693	1.77648967168416e-169	cluster_1	Picalm	-0.638589776280885
4.97895312518565e-192	-0.44317288890889	0.077	0.304	7.54859083309397e-188	cluster_1	Rab20	-0.639363329085291
1.20700560132205e-221	-0.447655468141902	0.197	0.45	1.82994119216436e-217	cluster_1	Rnf130	-0.645830323915149
8.16225790441361e-131	-0.447778766724595	0.179	0.356	1.23747992088815e-126	cluster_1	Cndp2	-0.646008206168949
1.73223694399205e-216	-0.448834836337268	0.491	0.722	2.62624443078635e-212	cluster_1	Sh3glb1	-0.647531792561986
0	-0.448937687457845	0.933	0.977	0	cluster_1	Sem1	-0.647680175363592
3.91986640742099e-108	-0.45176135683653	0.227	0.396	5.94290946029097e-104	cluster_1	Tnfaip3	-0.65175386917333
1.22850338252912e-232	-0.452469088954239	0.628	0.79	1.8625339782524e-228	cluster_1	Ndufb1-ps	-0.652774910789827
1.32353985598941e-247	-0.452600442734289	0.013	0.263	2.00661877566555e-243	cluster_1	Cd52	-0.652964414236908
1.04130365257614e-216	-0.453151281505787	0.162	0.416	1.57872046767068e-212	cluster_1	Rhog	-0.653759106600877
1.61455946872732e-265	-0.454355513241795	0.006	0.265	2.44783361053749e-261	cluster_1	Clec4a1	-0.655496445754497
2.02177990654512e-145	-0.455314707955395	0.639	0.78	3.06522051631305e-141	cluster_1	Atp5pb	-0.656880271211054
3.43646713708761e-108	-0.457075931362221	0.236	0.4	5.21002782653852e-104	cluster_1	Txnrd1	-0.65942117948598
0	-0.458407575008534	0.03	0.334	0	cluster_1	Plekho1	-0.661342335170747
1.26990911663444e-196	-0.459795853238862	0.58	0.738	1.92530921172947e-192	cluster_1	Msn	-0.663345197289016
1.76553515757188e-100	-0.460691052507226	0.513	0.644	2.67672785239472e-96	cluster_1	Ndufb10	-0.664636696834093
4.34016905194935e-170	-0.460768604464582	0.093	0.306	6.58013029966041e-166	cluster_1	Gngt2	-0.664748580658381
1.31427935375495e-133	-0.461968113870018	0.763	0.872	1.99257892822788e-129	cluster_1	Atp5j	-0.666479106929103
1.75582895326903e-293	-0.462574552918488	0.077	0.38	2.66201227605118e-289	cluster_1	Skap2	-0.667354013536933
6.95995010266328e-235	-0.464578846808135	0.293	0.548	1.05519803506478e-230	cluster_1	Atp6v1e1	-0.67024559839201
5.80264380750356e-152	-0.465704184447595	0.956	0.974	8.79738827655614e-148	cluster_1	Atp5e	-0.671869117423785
7.31856627820408e-269	-0.466008364957846	0.008	0.272	1.10956783343852e-264	cluster_1	Epsti1	-0.672307957137458
1.05405905030391e-156	-0.467634597994438	0.365	0.554	1.59805892616576e-152	cluster_1	Ehd1	-0.67465411547468
1.34661159306612e-185	-0.468807465596781	0.646	0.79	2.04159783624755e-181	cluster_1	Akr1a1	-0.676346205748199
1.52584308033061e-130	-0.469342698508417	0.266	0.481	2.31333069408924e-126	cluster_1	Rgcc	-0.677118383615536
4.60742887567628e-159	-0.469473207272478	0.748	0.86	6.98532291841281e-155	cluster_1	Atp5j2	-0.677306667962241
4.49674134484517e-176	-0.471757678509427	0.632	0.758	6.81750955291976e-172	cluster_1	Iqgap1	-0.680602463286841
2.83903499766217e-95	-0.472548070291857	0.907	0.941	4.30426095995562e-91	cluster_1	Ubc	-0.681742757591712
2.23038148169838e-121	-0.47313812344943	0.089	0.259	3.38148136440291e-117	cluster_1	Slc16a3	-0.682594024356002
1.14095939238278e-196	-0.473766772002221	0.328	0.546	1.72980853479154e-192	cluster_1	Arl6ip1	-0.683500972505577
2.67612039027208e-198	-0.475896820913226	0.234	0.47	4.0572661236915e-194	cluster_1	Psme1	-0.686573983506335
1.4451340317181e-140	-0.477028857076557	0.259	0.44	2.19096770548782e-136	cluster_1	Gm2a	-0.688207166465278
1.22486791788422e-264	-0.478172516212049	0.897	0.94	1.85702225030427e-260	cluster_1	H3f3a	-0.68985711782852
4.38594169170203e-81	-0.478433601690782	0.989	0.973	6.64952619878945e-77	cluster_1	Itm2b	-0.690233784553936
1.44611849412574e-157	-0.4791386017922	0.32	0.519	2.19246024894403e-153	cluster_1	Uqcrfs1	-0.691250884704079
9.990837096986e-241	-0.47979946216544	0.236	0.505	1.51471081227405e-236	cluster_1	Mapkapk2	-0.692204304687272
4.02497694508489e-222	-0.479872751581497	0.728	0.861	6.1022675464432e-218	cluster_1	Atp5h	-0.692310038964367
2.50327098369934e-189	-0.480346037206501	0.574	0.739	3.79520913838657e-185	cluster_1	Uqcr11	-0.692992845788484
6.16159486426822e-306	-0.483499758984039	0.584	0.793	9.34159397371705e-302	cluster_1	Capza2	-0.697542704557281
2.26601362823162e-219	-0.485483669027245	0.185	0.445	3.43550326176196e-215	cluster_1	Map2k3	-0.700404881738185
1.2101408779735e-215	-0.486151025837516	0.094	0.343	1.83469458509562e-211	cluster_1	Sdc3	-0.701367674098866
4.51417582444771e-69	-0.487233395861621	0.31	0.43	6.84394196744517e-65	cluster_1	Cdk2ap2	-0.70292920396505
1.32119736454388e-211	-0.49004387850623	0.534	0.728	2.00306732438497e-207	cluster_1	Slc25a5	-0.706983873338931
8.06180472325023e-246	-0.490284223821097	0.667	0.804	1.22225021409197e-241	cluster_1	Tpm3	-0.707330618332791
5.29213637646266e-183	-0.49245579327947	0.341	0.564	8.02340796035504e-179	cluster_1	Eno1	-0.710463530821331
3.54619892786248e-246	-0.49255503522878	0.724	0.869	5.37639219453231e-242	cluster_1	Slc25a3	-0.71060670668945
2.20932844162199e-125	-0.494755683942441	0.598	0.735	3.3495628503431e-121	cluster_1	Atp5c1	-0.713781571675387
1.08590259604508e-203	-0.49529235707036	0.159	0.401	1.64633692586395e-199	cluster_1	Samhd1	-0.714555827335614
0	-0.495743444575218	0.812	0.915	0	cluster_1	Cdc42	-0.71520660904188
5.22630271324151e-271	-0.496896728933616	0.026	0.303	7.92359754354545e-267	cluster_1	Cxcr4	-0.716870446666475
8.67550911450192e-130	-0.497004721995242	0.136	0.312	1.31529393684964e-125	cluster_1	Rab7b	-0.717026247720934
9.58743968317726e-192	-0.499650829246783	0.723	0.824	1.4535517303665e-187	cluster_1	Sh3bgrl3	-0.720843773530391
4.69424856729182e-189	-0.499839077328186	0.142	0.373	7.11695025287113e-185	cluster_1	Gda	-0.721115358103889
2.75253702690834e-238	-0.500663700871966	0.257	0.523	4.17312138649574e-234	cluster_1	Tuba1c	-0.722305038401101
1.31178756055822e-273	-0.501110337264929	0.497	0.728	1.98880112056231e-269	cluster_1	Cox5b	-0.72294939851031
4.38486879194949e-304	-0.502942477733856	0.016	0.311	6.64789957547462e-300	cluster_1	Ncf4	-0.725592618479043
7.48121707962102e-271	-0.504999738717349	0.999	0.976	1.13422732144134e-266	cluster_1	Actb	-0.728560618697742
1.81468539398222e-56	-0.50767819545154	0.761	0.731	2.75124452581645e-52	cluster_1	Rps29	-0.732424814945395
1.06594271006735e-117	-0.509745527018096	0.177	0.354	1.61607574273311e-113	cluster_1	Resf1	-0.735407343944339
